question_id,question,ideal_answer,topic,difficulty
DS036,What is a histogram used for in exploratory data analysis workflows?,A histogram visualizes the underlying probability distribution of a continuous variable by binning data values into equal intervals and plotting the frequency count of data points in each bin.,Data Science,Easy
DS037,What is the purpose of the pandas.DataFrame.describe() method in Python data exploration?,"It generates a quick summary of descriptive statistics for numerical columns, showing count, mean, standard deviation, minimum, maximum, and quartile thresholds (25%, 50%, 75%).",Data Science,Easy
DS038,Explain the difference between quantitative (numerical) and qualitative (categorical) variables.,"Quantitative variables represent measurable amounts or counts where arithmetic operations make sense, while qualitative variables represent distinct classes, groups, or attribute labels.",Data Science,Easy
DS039,Why do we use box plots to analyze distribution summaries?,"Box plots visualize distribution boundaries, highlighting the median, interquartile range (IQR), minimum, maximum, and identifying data points that fall outside the whiskers as potential outliers.",Data Science,Easy
DS040,What does a high standard deviation imply about a specific dataset's distribution shape?,"A high standard deviation indicates that the data points are spread out widely across a broad range of values away from the calculated sample mean, indicating high variability.",Data Science,Easy
DS041,What is multicollinearity in a data featureset and how do you diagnose it using Variance Inflation Factor (VIF)?,Multicollinearity occurs when independent features are highly correlated with each other. It is diagnosed using VIF; a VIF value exceeding 5 or 10 indicates severe feature redundancy.,Data Science,Medium
DS042,Explain the difference between MCAR MAR and MNAR missing data mechanisms.,MCAR means missingness is entirely random; MAR means missingness depends on other observed data features; MNAR means missingness depends directly on the unobserved missing values themselves.,Data Science,Medium
DS043,How does the Central Limit Theorem validate the use of normal distribution metrics for large sample sets?,"The Central Limit Theorem states that the distribution of sample means approaches a normal distribution as sample size increases ($n \ge 30$), regardless of the shape of the underlying population distribution.",Data Science,Medium
DS044,What is the difference between standard normalization (Min-Max Scaling) and standardization (Z-score Scaling)?,"Min-Max scaling shifts and bounds data values tightly within a fixed [0, 1] range, while Z-score scaling centers data to a mean of 0 and a standard deviation of 1 without capping boundaries.",Data Science,Medium
DS045,What is Type I error versus Type II error in hypothesis testing contexts?,"Type I error is a false positive, occurring when you reject a true null hypothesis. Type II error is a false negative, occurring when you fail to reject a false null hypothesis.",Data Science,Medium
DS046,Why do we use the Interquartile Range (IQR) method to remove outliers and how is its boundary calculated?,"IQR measures the middle 50% of data ($Q3 - Q1$). It provides outlier boundaries robust against extreme values, flagging any points falling outside the range $[Q1 - 1.5 \times \text{IQR}, Q3 + 1.5 \times \text{IQR}]$.",Data Science,Medium
DS047,Explain the statistical difference between a p-value and a significance level ($\alpha$).,"The p-value is the probability of obtaining test results at least as extreme as the observed data assuming the null hypothesis is true, while $\alpha$ is the threshold set for rejecting the null hypothesis.",Data Science,Medium
